"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Hospital Type","Hospital Ownership","Emergency Services","Meets criteria for promoting interoperability of EHRs","Meets criteria for birthing friendly designation","Hospital overall rating","Hospital overall rating footnote","MORT Group Measure Count","Count of Facility MORT Measures","Count of MORT Measures Better","Count of MORT Measures No Different","Count of MORT Measures Worse","MORT Group Footnote","Safety Group Measure Count","Count of Facility Safety Measures","Count of Safety Measures Better","Count of Safety Measures No Different","Count of Safety Measures Worse","Safety Group Footnote","READM Group Measure Count","Count of Facility READM Measures","Count of READM Measures Better","Count of READM Measures No Different","Count of READM Measures Worse","READM Group Footnote","Pt Exp Group Measure Count","Count of Facility Pt Exp Measures","Pt Exp Group Footnote","TE Group Measure Count","Count of Facility TE Measures","TE Group Footnote"
314021,HAMPTON BEHAVIORAL HEALTH CENTER,650 RANCOCAS ROAD,WESTAMPTON,NJ,08060,BURLINGTON,(609) 267-7000,Psychiatric,Proprietary,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
314022,SAINT BARNABAS BEHAVIORAL HEALTH CENTER,1691 HIGHWAY 9,TOMS RIVER,NJ,08755,OCEAN,(732) 914-1688,Psychiatric,Voluntary non-profit - Private,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
314023,ASPEN HILLS HEALTHCARE CENTER,600 PEMBERTON-BROWNS MILLS ROAD,PEMBERTON,NJ,08068,BURLINGTON,(609) 836-6100,Psychiatric,Proprietary,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
314024,HUDSON COUNTY MEADOWVIEW PSYCHIATRIC H,595 COUNTY AVENUE,SECAUCUS,NJ,07094,HUDSON,(201) 369-5252,Psychiatric,Government - Local,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
314027,CORNERSTONE BEHAVIORAL HEALTH HOSPITAL OF UNION CO,40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,07922,UNION,(908) 771-5857,Psychiatric,Government - Local,Yes,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
320001,UNM HOSPITAL,2211 LOMAS BOULEVARD NE,ALBUQUERQUE,NM,87106,BERNALILLO,(505) 272-2111,Acute Care Hospitals,Government - State,Yes,Y,Y,2,,7,6,0,6,0,,8,7,1,5,1,,11,9,1,6,2,,8,8,,12,9,
320002,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,455 ST MICHAEL'S DRIVE,SANTA FE,NM,87505,SANTA FE,(505) 913-3361,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,6,0,6,0,,8,7,1,6,0,,11,10,5,5,0,,8,8,,12,10,
320004,GERALD CHAMPION REGIONAL MEDICAL CENTER,2669 SCENIC DRIVE,ALAMOGORDO,NM,88310,OTERO,(575) 439-6100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,6,0,6,0,,8,5,0,5,0,,11,10,0,9,1,,8,8,,12,10,
320005,SAN JUAN REGIONAL MEDICAL CENTER INC,801 WEST MAPLE STREET,FARMINGTON,NM,87401,SAN JUAN,(505) 609-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,6,0,6,0,,8,7,0,7,0,,11,10,0,10,0,,8,8,,12,11,
320006,EASTERN NEW MEXICO MEDICAL CENTER,405 W COUNTRY CLUB ROAD,ROSWELL,NM,88201,CHAVES,(575) 624-8722,Acute Care Hospitals,Proprietary,Yes,Y,Y,1,,7,5,0,5,0,,8,4,1,3,0,,11,7,0,7,0,,8,8,,12,10,
320009,LOVELACE MEDICAL CENTER,601 DR MARTIN LUTHER KING JR AVE NE,ALBUQUERQUE,NM,87102,BERNALILLO,(505) 727-8000,Acute Care Hospitals,Proprietary,Yes,Y,,3,,7,7,1,6,0,,8,7,2,4,1,,11,9,0,9,0,,8,8,,12,8,
320011,PRESBYTERIAN ESPANOLA HOSPITAL,1010 SPRUCE STREET,ESPANOLA,NM,87532,RIO ARRIBA,(505) 753-1502,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,Y,2,,7,1,0,1,0,,8,3,0,3,0,,11,5,0,5,0,,8,8,,12,9,
320017,LOVELACE WOMEN'S HOSPITAL,4701 MONTGOMERY BOULEVARD NE,ALBUQUERQUE,NM,87109,BERNALILLO,(505) 727-7805,Acute Care Hospitals,Proprietary,Yes,Y,Y,1,,7,2,0,2,0,,8,6,0,5,1,,11,6,0,6,0,,8,8,,12,9,
320018,MEMORIAL MEDICAL CENTER,2450 SOUTH TELSHOR BLVD,LAS CRUCES,NM,88011,DONA ANA,(575) 522-8641,Acute Care Hospitals,Proprietary,Yes,Y,Y,1,,7,6,0,4,2,,8,6,0,5,1,,11,9,1,6,2,,8,8,,12,10,
320021,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVENUE SE,ALBUQUERQUE,NM,87106,BERNALILLO,(505) 923-5364,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,Y,2,,7,7,0,7,0,,8,8,1,6,1,,11,11,1,9,1,,8,8,,12,11,
320022,PLAINS REGIONAL MEDICAL CENTER,"2100 N MARTIN LUTHER KING, JR, BLVD",CLOVIS,NM,88101,CURRY,(575) 769-6332,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,Y,2,,7,3,0,3,0,,8,3,0,3,0,,11,8,0,7,1,,8,8,,12,9,
320030,ARTESIA GENERAL HOSPITAL,702 N 13TH STREET,ARTESIA,NM,88210,EDDY,(575) 748-3333,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,,Not Available,16,7,1,0,1,0,,8,2,0,2,0,,11,5,1,4,0,,8,Not Available,5,12,8,
320033,LOS ALAMOS MEDICAL CENTER,3917 WEST ROAD,LOS ALAMOS,NM,87544,LOS ALAMOS,(505) 662-4201,Acute Care Hospitals,Proprietary,Yes,Y,Y,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,4,0,4,0,,8,8,,12,8,
320057,SANTA FE PHS INDIAN HOSPITAL,1700 CERRILLOS ROAD,SANTA FE,NM,87501,SANTA FE,(505) 988-9821,Acute Care Hospitals,Government - Federal,No,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,12,Not Available,5
320059,NORTHERN NAVAJO MEDICAL CENTER,US HWY 491 NORTH,SHIPROCK,NM,87420,SAN JUAN,(505) 368-6001,Acute Care Hospitals,Government - Federal,Yes,,Y,Not Available,16,7,2,0,2,0,,8,2,1,1,0,,11,3,0,3,0,,8,8,,12,4,
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,,2,,7,5,1,4,0,,8,4,0,2,2,,11,6,1,5,0,,8,8,,12,5,
320060,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,ROUTE 301 NORTH B STREET,ZUNI,NM,87327,MCKINLEY,(505) 782-4431,Acute Care Hospitals,Government - Federal,No,,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,3,
320061,GALLUP INDIAN MEDICAL CENTER,516 E NIZHONI BLVD,GALLUP,NM,87301,MCKINLEY,(505) 722-1000,Acute Care Hospitals,Government - Federal,Yes,,Y,2,17,7,1,0,1,0,,8,3,0,2,1,,11,3,0,3,0,,8,8,,12,4,
320062,CROWNPOINT PHS INDIAN HOSPITAL,JUNCTION OF HWY 371,CROWNPOINT,NM,87313,MCKINLEY,(505) 786-5291,Acute Care Hospitals,Government - Federal,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,2,
320063,CARLSBAD MEDICAL CENTER,2430 WEST PIERCE STREET,CARLSBAD,NM,88220,EDDY,(575) 887-4562,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,1,,7,3,0,2,1,,8,3,0,3,0,,11,7,0,6,1,,8,8,,12,10,
320065,COVENANT HEALTH HOBBS HOSPITAL,4900 N LOVINGTON HIGHWAY,HOBBS,NM,88240,LEA,(575) 492-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,4,1,3,0,,8,Not Available,5,12,9,
320074,LOVELACE WESTSIDE HOSPITAL,10501 GOLF COURSE ROAD NW,ALBUQUERQUE,NM,87114,BERNALILLO,(505) 727-2001,Acute Care Hospitals,Proprietary,Yes,Y,,2,,7,2,0,2,0,,8,3,0,3,0,,11,6,0,5,1,,8,8,,12,7,
320084,ROOSEVELT GENERAL HOSPITAL,42121 US HIGHWAY 70,PORTALES,NM,88130,ROOSEVELT,(575) 356-3412,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5,12,4,
320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,4311 EAST LOHMAN AVENUE,LAS CRUCES,NM,88011,DONA ANA,(575) 556-7610,Acute Care Hospitals,Proprietary,Yes,Y,,1,,7,7,0,7,0,,8,7,1,5,1,,11,11,0,9,2,,8,8,,12,11,
320086,LOVELACE REGIONAL HOSPITAL - ROSWELL,117 EAST 19TH STREET,ROSWELL,NM,88201,CHAVES,(575) 625-3345,Acute Care Hospitals,Proprietary,Yes,Y,Y,3,,7,2,0,2,0,,8,3,0,3,0,,11,6,1,5,0,,8,8,,12,7,
320089,UNM SANDOVAL REGIONAL MEDICAL CENTER,3001 BROADMOOR BLVD NE,RIO RANCHO,NM,87144,SANDOVAL,(505) 994-7402,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,2,,7,2,0,2,0,,8,5,0,5,0,,11,6,0,6,0,,8,8,,12,7,
320090,PRESBYTERIAN SANTA FE MEDICAL CENTER,4801 BECKNER ROAD,SANTA FE,NM,87507,SANTA FE,(505) 772-1234,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,Y,3,,7,2,0,2,0,,8,3,0,3,0,,11,5,0,5,0,,8,8,,12,10,
320091,THREE CROSSES REGIONAL HOSPITAL LLC,2560 SAMARITAN DRIVE,LAS CRUCES,NM,88001,DONA ANA,(575) 421-8274,Acute Care Hospitals,Proprietary,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,2,0,,11,2,0,2,0,,8,8,,12,5,
321300,SIERRA VISTA HOSPITAL,800 EAST 9TH AVENUE,T OR C,NM,87901,SIERRA,(575) 894-2111,Critical Access Hospitals,Government - Local,No,,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,12,5,
321301,SOCORRO GENERAL HOSPITAL,1202 HIGHWAY 60 WEST,SOCORRO,NM,87801,SOCORRO,(575) 835-1140,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,6,
321302,DR DAN C TRIGG MEMORIAL HOSPITAL,301 EAST MIEL DE LUNA AVENUE,TUCUMCARI,NM,88401,QUAY,(575) 461-7096,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,12,5,
321304,UNION COUNTY GENERAL HOSPITAL,300 WILSON STREET,CLAYTON,NM,88415,UNION,(575) 374-7001,Critical Access Hospitals,Government - Local,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,2,
321305,NOR-LEA HOSPITAL DISTRICT,1600 NORTH MAIN AVE,LOVINGTON,NM,88260,LEA,(575) 396-6611,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,1,3,0,,8,Not Available,5,12,3,
321306,LINCOLN COUNTY MEDICAL CENTER,211 SUDDERTH DRIVE,RUIDOSO,NM,88345,LINCOLN,(575) 257-2800,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Y,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,3,0,2,1,,8,8,,12,7,
321307,MINERS' COLFAX MEDICAL CENTER,203 HOSPITAL DRIVE,RATON,NM,87740,COLFAX,(575) 445-3661,Critical Access Hospitals,Government - State,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,12,3,
321308,CIBOLA GENERAL HOSPITAL,1016 E ROOSEVELT AVENUE,GRANTS,NM,87020,CIBOLA,(505) 287-5300,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5,12,5,
321309,MIMBRES MEMORIAL HOSPITAL,900 W ASH,DEMING,NM,88030,LUNA,(575) 546-5803,Critical Access Hospitals,Proprietary,Yes,Y,,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,4,0,3,1,,8,8,,12,9,
321310,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,1397 WEIMER ROAD,TAOS,NM,87571,TAOS,(575) 758-8883,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Y,1,,7,3,0,3,0,,8,1,0,1,0,,11,5,0,5,0,,8,8,,12,10,
321311,GILA REGIONAL MEDICAL CENTER,1313 E 32ND ST,SILVER CITY,NM,88061,GRANT,(575) 538-4100,Critical Access Hospitals,Government - Local,Yes,Y,Y,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,8,0,8,0,,8,8,,12,8,
321312,ALTA VISTA REGIONAL HOSPITAL,104 LEGION DRIVE,LAS VEGAS,NM,87701,SAN MIGUEL,(505) 426-3930,Critical Access Hospitals,Proprietary,Yes,,,Not Available,5,Not Available,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,5,Not Available,Not Available,5
321313,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,1901 RED ROCK DRIVE,GALLUP,NM,87301,MCKINLEY,(505) 863-7000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,5,Not Available,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,5,Not Available,Not Available,5
324010,"BHC MESILLA VALLEY HOSPITAL, LLC",3751 DEL REY BOULEVARD,LAS CRUCES,NM,88012,DONA ANA,(575) 382-3500,Psychiatric,Proprietary,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
324012,"PEAK BEHAVIORAL HEALTH SERVICES, LLC","5045 MCNUTT ROAD (BLDG'S A, B, C & D)",SANTA TERESA,NM,88008,DONA ANA,(575) 589-3000,Psychiatric,Proprietary,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
324013,HAVEN BEHAVIORAL HOSPITAL OF ALBUQUERQUE,"5400 GIBSON BOULEVARD SE, 4TH FLOOR BOX# 8",ALBUQUERQUE,NM,87108,BERNALILLO,(505) 254-4500,Psychiatric,Proprietary,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
324014,CENTRAL DESERT BEHAVIORAL HEALTH HOSPITAL,1525 N RENAISSANCE BLVD NE,ALBUQUERQUE,NM,87102,BERNALILLO,(505) 243-3387,Psychiatric,Proprietary,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
330005,KALEIDA HEALTH,100 HIGH STREET,BUFFALO,NY,14210,ERIE,(716) 859-8620,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,7,2,4,1,,8,8,3,5,0,,11,11,1,9,1,,8,8,,12,9,
330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,(914) 378-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,2,,7,3,0,3,0,,8,4,0,4,0,,11,6,0,5,1,,8,8,,12,7,
330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,Acute Care Hospitals,Government - Local,Yes,Y,Y,2,,7,3,0,3,0,,8,2,0,2,0,,11,5,0,4,1,,8,8,,12,8,
330009,BRONX HEALTH SYSTEM,1276 FULTON AVENUE,BRONX,NY,10456,BRONX,(212) 588-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,1,,7,4,0,4,0,,8,6,2,4,0,,11,5,0,4,1,,8,8,,12,9,
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,6,0,6,0,,8,7,1,3,3,,11,9,0,8,1,,8,8,,12,10,
330013,ALBANY MEDICAL CENTER HOSPITAL,"43 NEW SCOTLAND AVENUE, MAIL CODE 34",ALBANY,NY,12208,ALBANY,(518) 262-2400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,7,0,6,1,,8,8,2,6,0,,11,11,1,8,2,,8,8,,12,8,
330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,QUEENS,(718) 262-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,1,,7,6,0,6,0,,8,6,1,5,0,,11,6,0,4,2,,8,8,,12,8,
330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,11229,KINGS,(718) 692-5302,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,1,,7,6,0,6,0,,8,2,0,2,0,,11,6,0,3,3,,8,8,,12,7,
330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,POUGHKEEPSIE,NY,12601,DUTCHESS,(845) 454-8500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,7,0,7,0,,8,8,1,7,0,,11,10,0,8,2,,8,8,,12,10,
330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,7,3,4,0,,8,8,3,4,1,,11,11,0,9,2,,8,8,,12,10,
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Acute Care Hospitals,Government - Local,Yes,Y,Y,1,,7,5,0,4,1,,8,5,1,4,0,,11,6,0,4,2,,8,8,,12,8,
330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10310,RICHMOND,(718) 818-1234,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,Y,1,,7,6,0,5,1,,8,8,1,7,0,,11,10,0,6,4,,8,8,,12,6,
330030,NEWARK-WAYNE COMMUNITY HOSPITAL,111 DRIVING PARK AVENUE,NEWARK,NY,14513,WAYNE,(315) 332-2022,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,3,0,3,0,,8,4,0,4,0,,11,6,0,5,1,,8,8,,12,9,
330033,CHENANGO MEMORIAL HOSPITAL,179 NORTH BROAD STREET,NORWICH,NY,13815,CHENANGO,(607) 337-4111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,3,0,3,0,,8,2,0,2,0,,11,6,0,6,0,,8,8,,12,8,
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,(631) 968-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,7,0,7,0,,8,8,4,4,0,,11,11,0,10,1,,8,8,,12,9,
330044,"MVHS, INC",111 HOSPITAL DRIVE,UTICA,NY,13502,ONEIDA,(315) 798-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,5,0,4,1,,8,6,1,5,0,,11,8,0,6,2,,8,8,,12,9,
330045,NS/LIJ HS HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,SUFFOLK,(631) 351-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,6,3,3,0,,8,7,3,4,0,,11,8,0,7,1,,8,8,,12,9,
330046,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,7,3,4,0,,8,8,2,6,0,,11,11,0,9,2,,8,8,,12,10,
330047,ST MARY'S HEALTHCARE,427 GUY PARK AVENUE,AMSTERDAM,NY,12010,MONTGOMERY,(518) 841-7101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,5,0,5,0,,8,5,0,5,0,,11,8,0,6,2,,8,8,,12,8,
330049,NORTHERN DUTCHESS HOSPITAL,6511 SPRINGBROOK AVENUE,RHINEBECK,NY,12572,DUTCHESS,(845) 871-3391,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,5,0,5,0,,8,6,1,5,0,,11,9,0,8,1,,8,8,,12,9,
330055,NEW YORK-PRESBYTERIAN/QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,QUEENS,(718) 670-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,6,1,5,0,,8,7,3,4,0,,11,10,1,8,1,,8,8,,12,9,
330056,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,KINGS,(718) 250-8000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,Y,1,,7,6,0,5,1,,8,8,1,7,0,,11,9,0,8,1,,8,8,,12,8,
330057,ST PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY,NY,12208,ALBANY,(518) 525-1550,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,7,0,7,0,,8,8,2,5,1,,11,11,0,11,0,,8,8,,12,10,
330058,GENEVA GENERAL HOSPITAL,196 -198 NORTH STREET,GENEVA,NY,14456,ONTARIO,(315) 787-4175,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,,2,,7,4,0,4,0,,8,6,0,5,1,,11,7,0,5,2,,8,8,,12,9,
330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,BRONX,(718) 920-4321,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,7,2,5,0,,8,8,1,5,2,,11,11,1,8,2,,8,8,,12,10,
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 TENTH STREET,NIAGARA FALLS,NY,14302,NIAGARA,(716) 278-4000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,2,,7,4,0,4,0,,8,6,1,5,0,,11,6,0,6,0,,8,8,,12,9,
330073,UNITED MEMORIAL MEDICAL CENTER,127 NORTH STREET,BATAVIA,NY,14020,GENESEE,(585) 343-6030,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,3,0,3,0,,8,6,0,6,0,,11,9,0,9,0,,8,8,,12,8,
330074,F F THOMPSON HOSPITAL,350 PARRISH STREET,CANANDAIGUA,NY,14424,ONTARIO,(585) 396-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,1,,7,5,0,5,0,,8,7,0,6,1,,11,7,0,6,1,,8,8,,12,9,
330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,4,0,4,0,,8,8,2,6,0,,11,7,1,5,1,,8,8,,12,9,
330079,ADIRONDACK MEDICAL CENTER - SARANAC LAKE,"2233 STATE ROUTE 86, PO BOX 471",SARANAC LAKE,NY,12983,FRANKLIN,(518) 891-4141,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,2,,7,2,0,2,0,,8,4,0,4,0,,11,9,0,9,0,,8,8,,12,9,
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,BRONX,(718) 579-5000,Acute Care Hospitals,Government - Local,Yes,Y,Y,1,,7,4,0,4,0,,8,6,0,6,0,,11,5,0,4,1,,8,8,,12,8,
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,(607) 432-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,2,,7,4,0,4,0,,8,3,0,3,0,,11,7,0,7,0,,8,8,,12,8,
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,(914) 664-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,4,0,4,0,,8,Not Available,5,12,7,
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,(607) 737-4100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,Y,1,,7,6,0,6,0,,8,6,1,4,1,,11,10,0,9,1,,8,8,,12,10,
